n,time(s)
1,0.0023650000000010607
2,0.004719000000001472
4,0.0100069999999981
8,0.019373999999999114
16,0.040586999999998596
32,0.08441900000000047
64,0.1839410000000008
128,0.4536789999999975
256,1.2874790000000047
512,3.3317729999999983
1024,10.931390999999998
2048,38.972653
4096,144.25628999999998
8192,562.2579350000001
16384,2203.5646530000004
32768,9008.807237
