n,time(s)
1,0.08467099999870698
2,0.13450799999918672
4,0.25504500000170083
8,0.5333750000008877
16,1.1799800000007963
32,2.5837479999991046
64,5.738498000000618
128,12.666842000000543
256,27.76290499999959
512,60.4254179999989
1024,130.75704700000097
2048,281.07298900000023
4096,601.1065660000004
8192,1281.4799899999998
16384,2719.9299009999995
32768,5797.330378999999
