n,time(s)
1,0.0024519999999981223
2,0.005144999999998845
4,0.010030000000000427
8,0.02131299999999925
16,0.04435099999999892
32,0.09759700000000038
64,0.22855199999999698
128,0.5941860000000005
256,1.7506330000000005
512,5.770379999999996
1024,19.760118
2048,74.666134
4096,282.974254
8192,1219.5898439999999
16384,4450.718302
32768,17514.678310000003
